gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,costat,ggroup,gind,gsector,gsubind
031059,20211231,2021,INDL,C,D,STD,ZYME,ZYMEWORKS INC,USD,389.1320,A,3520,352010,35,35201010
031094,20211231,2021,INDL,C,D,STD,BHVN,BIOHAVEN PHRMCUTCL HLD,USD,1077.2120,A,3520,352010,35,35201010
031095,20211231,2021,INDL,C,D,STD,CDOR,CONDOR HOSPITALITY TR INC,USD,6.8040,A,6010,601010,60,60101030
031109,20211231,2021,INDL,C,D,STD,AM,ANTERO MIDSTREAM CORP,USD,5544.0010,A,1010,101020,10,10102040
031126,20211231,2021,INDL,C,D,STD,AGT,ISHARES MSCI ARGNTN AND GLB,USD,,A,,,,
031142,20211231,2021,INDL,C,D,STD,STM,STMICROELECTRONICS NV,USD,15540.0000,A,4530,453010,45,45301020
031146,20211231,2021,INDL,C,D,STD,FLQL,FRANKLIN LBRTYQ U.S. ETY,USD,,A,,,,
031149,20211231,2021,INDL,C,D,STD,FLQM,FRANKLIN LBRTYQ U.S. MID CP,USD,,A,,,,
031151,20211231,2021,INDL,C,D,STD,FLQS,FRANKLIN LIBERTY U.S. SMLL,USD,,A,,,,
031170,20211231,2021,INDL,C,D,STD,USAP,UNVL STAINLESS & ALLOY PRODS,USD,330.6320,A,1510,151040,15,15104050
031197,20211231,2021,INDL,C,D,STD,VMOT,ALPHA ARCHITECT VLU MMNT,USD,,A,,,,
031198,20211231,2021,INDL,C,D,STD,UTSL,DIREXION SHARES ETF TR,USD,,A,,,,
031199,20211231,2021,INDL,C,D,STD,DFEN,DIREXION SHARES ETF TRUST,USD,,A,,,,
031206,20211231,2021,INDL,C,D,STD,TPOR,DIREXION SHARES ETF TR -DX D,USD,,A,,,,
031208,20211231,2021,INDL,C,D,STD,MEXX,DIREXION SHA ETF TR - DRX MS,USD,,A,,,,
031209,20211231,2021,INDL,C,D,STD,DUSL,DIREXION SHARES ETF TR - DX,USD,,A,,,,
031231,20211231,2021,INDL,C,D,STD,CACG,CLEARBRIDGE ALL CP G ESG ETF,USD,,A,,,,
031232,20211231,2021,INDL,C,D,STD,AASP,GLOBAL ACQUISITIONS CORP,USD,0.0000,A,2530,253010,25,25301030
031236,20211231,2021,INDL,C,D,STD,APPN,APPIAN CORP,USD,504.5190,A,4510,451030,45,45103020
031249,20211231,2021,INDL,C,D,STD,ALT,ALTIMMUNE INC,USD,218.8650,A,3520,352010,35,35201010
031251,20211231,2021,INDL,C,D,STD,KREF,KKR REAL ESTATE FIN TR INC,USD,6703.2390,A,4020,402040,40,40204010
031252,20211231,2021,INDL,C,D,STD,MGY,MAGNOLIA OIL & GAS CORP,USD,1746.7420,A,1010,101020,10,10102020
031255,20211231,2021,INDL,C,D,STD,TSEM,TOWER SEMICONDUCTOR LTD,USD,2231.2410,A,4530,453010,45,45301020
031265,20211231,2021,INDL,C,D,STD,GNTY,GUARANTY BANCSHARES INC,USD,3086.0700,A,4010,401010,40,40101015
031265,20211231,2021,FS,C,D,STD,GNTY,GUARANTY BANCSHARES INC,USD,3086.0700,A,4010,401010,40,40101015
031266,20210930,2021,INDL,C,D,STD,RLLMF,REAL MATTERS INC,USD,194.3400,A,6010,601020,60,60102040
031294,20211231,2021,INDL,C,D,STD,GTHX,G1 THERAPEUTICS INC,USD,254.0940,A,3520,352010,35,35201010
031295,20211231,2021,INDL,C,D,STD,FOCS,FOCUS FINANCL PRTNR INC,USD,4709.0060,A,4020,402030,40,40203010
031303,20211231,2021,INDL,C,D,STD,RODE,HARTFORD MLFTR DVRS INTL ETF,USD,,A,,,,
031306,20211231,2021,INDL,C,D,STD,BTO,HANCOCK (JOHN) FINL OPPTY FD,USD,,A,,,,
031317,20210831,2021,INDL,C,D,STD,BEDU,BRIGHT SCHOLAR EDU-ADR,USD,1336.1140,A,2530,253020,25,25302010
031355,20211231,2021,INDL,C,D,STD,CSML,INDEXIQ ETF TRUST - IQ CHAIK,USD,,A,,,,
031368,20211231,2021,INDL,C,D,STD,HAFC,HANMI FINANCIAL CORP,USD,6858.5870,A,4010,401010,40,40101015
031368,20211231,2021,FS,C,D,STD,HAFC,HANMI FINANCIAL CORP,USD,6858.5870,A,4010,401010,40,40101015
031370,20210831,2021,INDL,C,D,STD,NVOS,NOVO INTEGRATED SCIENCES INC,USD,61.9580,A,3510,351020,35,35102015
031382,20211231,2021,INDL,C,D,STD,SHAG,WISDOMTREE YIELD ENHANCED US,USD,,A,,,,
031385,20211231,2021,INDL,C,D,STD,JUVF,JUNIATA VALLEY FINANCIAL CP,USD,810.5180,A,4010,401010,40,40101015
031385,20211231,2021,FS,C,D,STD,JUVF,JUNIATA VALLEY FINANCIAL CP,USD,810.5180,A,4010,401010,40,40101015
031399,20211231,2021,INDL,C,D,STD,JPST,JPMORGAN ULTRA-SHORT INCOME,USD,,A,,,,
031421,20211231,2021,INDL,C,D,STD,TRRSF,TRISURA GROUP LTD,CAD,3000.3540,A,4030,403010,40,40301040
031426,20211231,2021,INDL,C,D,STD,COMB,GRANITESHARES ETF TRUST - NO,USD,,A,,,,
031453,20211231,2021,INDL,C,D,STD,NSIT,INSIGHT ENTERPRISES INC,USD,4689.0800,A,4520,452030,45,45203030
031457,20211231,2021,INDL,C,D,STD,SSTI,SHOTSPOTTER INC,USD,72.3040,A,4510,451030,45,45103010
031460,20211231,2021,INDL,C,D,STD,RCII,RENT-A-CENTER INC,USD,2993.3270,A,2550,255040,25,25504020
031466,20211231,2021,INDL,C,D,STD,WOW,WIDEOPENWEST INC,USD,1906.7000,A,5020,502010,50,50201030
031471,20211231,2021,INDL,C,D,STD,LRGE,LEGG MASON ETF INVESTMENT TR,USD,,A,,,,
031476,20211231,2021,INDL,C,D,STD,YLDE,CLEARBRIDGE DIVIDEND STRATEG,USD,,A,,,,
031477,20210930,2021,INDL,C,D,STD,AZTA,AZENTA INC,USD,1819.5120,A,4530,453010,45,45301010
031494,20210831,2021,INDL,C,D,STD,SGH,SMART GLOBAL HOLDINGS INC,USD,1344.7980,A,4530,453010,45,45301020
031507,20211231,2021,INDL,C,D,STD,NINE,NINE ENERGY SERVICE INC,USD,381.6130,A,1010,101010,10,10101020
031510,20211231,2021,INDL,C,D,STD,CCOR,CORE ALTERNATIVE ETF,USD,,A,,,,
031519,20211231,2021,INDL,C,D,STD,AUY,YAMANA GOLD INC,USD,8382.7000,A,1510,151040,15,15104030
031521,20210930,2021,INDL,C,D,STD,SNEX,STONEX GROUP INC,USD,18839.6000,A,4020,402030,40,40203020
031521,20210930,2021,FS,C,D,STD,SNEX,STONEX GROUP INC,USD,18839.6000,A,4020,402030,40,40203020
031564,20211231,2021,INDL,C,D,STD,ACIW,ACI WORLDWIDE INC,USD,3158.7410,A,4510,451030,45,45103010
031565,20211231,2021,INDL,C,D,STD,FLRM.,FRANKLIN LIBERTY RISK MG ETF,CAD,,A,,,,
031566,20211231,2021,INDL,C,D,STD,FLCI.,FRANKLIN LIBERTY CN INV ETF,CAD,,A,,,,
031567,20210630,2021,INDL,C,D,STD,STRT,STRATTEC SECURITY CORP,USD,310.5630,A,2510,251010,25,25101010
031585,20211231,2021,INDL,C,D,STD,BY,BYLINE BANCORP INC,USD,6696.1720,A,4010,401010,40,40101015
031585,20211231,2021,FS,C,D,STD,BY,BYLINE BANCORP INC,USD,6696.1720,A,4010,401010,40,40101015
031587,20220131,2021,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,21721.8000,A,2550,255030,25,25503020
031596,20211231,2021,INDL,C,D,STD,UCM1,COMMONWEALTH EDISON CO,USD,36470.0000,A,5510,551010,55,55101010
031606,20211231,2021,INDL,C,D,STD,ESQ,ESQUIRE FINCL HOLD INC,USD,1178.7700,A,4010,401010,40,40101015
031606,20211231,2021,FS,C,D,STD,ESQ,ESQUIRE FINCL HOLD INC,USD,1178.7700,A,4010,401010,40,40101015
031607,20211231,2021,INDL,C,D,STD,NATI,NATIONAL INSTRUMENTS CORP,USD,2114.9850,A,4520,452030,45,45203010
031617,20211231,2021,INDL,C,D,STD,BIRDF,BIRD CONSTRUCTION INC,CAD,1137.1480,A,2010,201030,20,20103010
031624,20211231,2021,INDL,C,D,STD,APRN,BLUE APRON HOLDNG INC,USD,231.7060,A,3010,301010,30,30101030
031628,20211231,2021,INDL,C,D,STD,MRSN,MERSANA THRPEUTIC INC,USD,206.1110,A,3520,352010,35,35201010
031673,20210930,2021,INDL,C,D,STD,ABC,AMERISOURCEBERGEN CORP,USD,57337.8050,A,3510,351020,35,35102010
031694,20211231,2021,INDL,C,D,STD,FLDM.,FRANKLIN LIBERTYQT IN EQ ETF,CAD,,A,,,,
031695,20211231,2021,INDL,C,D,STD,FLUS.,FRANKLIN LIBERTYQT US EQ ETF,CAD,,A,,,,
031714,20210831,2021,INDL,C,D,STD,GDDFF,GOODFOOD MARKET CORP,CAD,255.2620,A,2550,255020,25,25502020
031717,20210630,2021,INDL,C,D,STD,IRS,IRSA INVERSIONES Y REPSTN SA,USD,2327.3030,A,6010,601020,60,60102020
031718,20211231,2021,INDL,C,D,STD,ATLO,AMES NATIONAL CORP,USD,2137.0410,A,4010,401010,40,40101015
031718,20211231,2021,FS,C,D,STD,ATLO,AMES NATIONAL CORP,USD,2137.0410,A,4010,401010,40,40101015
031719,20211231,2021,INDL,C,D,STD,FFTI,FORMULA FOLIOS TACT INCM ETF,USD,,A,,,,
031724,20211231,2021,INDL,C,D,STD,FFHG,FORMULA FOLIOS HEDGD GR ETF,USD,,A,,,,
031726,20211231,2021,INDL,C,D,STD,NUEM,NUVEEN ESG EMRG MKT EQ ETF,USD,,A,,,,
031729,20211231,2021,INDL,C,D,STD,NUDM,NUVEEN ESG INL DLD MT EQ ETF,USD,,A,,,,
031752,20211231,2021,INDL,C,D,STD,CBZ,CBIZ INC,USD,1627.9340,A,2020,202020,20,20202020
031764,20211231,2021,INDL,C,D,STD,BMRC,BANK OF MARIN BANCORP,USD,4314.2090,A,4010,401010,40,40101015
031764,20211231,2021,FS,C,D,STD,BMRC,BANK OF MARIN BANCORP,USD,4314.2090,A,4010,401010,40,40101015
031774,20211231,2021,INDL,C,D,STD,BHF,BRIGHTHOUSE FINANL INC,USD,259840.0000,A,4030,403010,40,40301020
031780,20211231,2021,INDL,C,D,STD,GIGB,GOLDMAN SACHS ACES IN BD ETF,USD,,A,,,,
031796,20211231,2021,INDL,C,D,STD,JWLLF,JAMIESON WELLNESS INC,CAD,652.4750,A,3030,303020,30,30302010
031803,20211231,2021,INDL,C,D,STD,ADV,ADVANTAGE SOLUTIONS INC,USD,5854.2680,A,5020,502010,50,50201010
031805,20211231,2021,INDL,C,D,STD,MYO,MYOMO INC,USD,20.0950,A,3510,351010,35,35101010
031809,20211231,2021,INDL,C,D,STD,XDU.,ISHARES CR MSCI US QU DV ETF,CAD,,A,,,,
031815,20211231,2021,INDL,C,D,STD,XDG.,ISHARES CR MSCI GL QU DV ETF,CAD,,A,,,,
031816,20211231,2021,INDL,C,D,STD,XDIV.,ISHARES CR MSCI CN QU DV ETF,CAD,,A,,,,
031826,20210930,2021,INDL,C,D,STD,ZKIN,ZK INTERNATIONAL GROUP,USD,133.6620,A,1510,151040,15,15104050
031837,20211231,2021,INDL,C,D,STD,CALF,PACER US SM CP CS CW 100 ETF,USD,,A,,,,
031838,20211231,2021,INDL,C,D,STD,ICOW,PACER DV MK IN CS CW 100 ETF,USD,,A,,,,
031840,20211231,2021,INDL,C,D,STD,XDGH.,ISHARES CR GL DV ID (CD-HD),CAD,,A,,,,
031841,20211231,2021,INDL,C,D,STD,XDUH.,ISHARES CR US DV ID (CD -HD),CAD,,A,,,,
031843,20211231,2021,INDL,C,D,STD,HLIT,HARMONIC INC,USD,693.6860,A,4520,452010,45,45201020
031884,20211231,2021,INDL,C,D,STD,RNLC,FIRST TRUST LARGE CAP EQ ETF,USD,,A,,,,
031885,20211231,2021,INDL,C,D,STD,RNMC,FIRST TRUST MID CAP US ETF,USD,,A,,,,
031886,20211231,2021,INDL,C,D,STD,RNSC,FIRST TRUST SMALL CAP US ETF,USD,,A,,,,
031887,20210630,2021,INDL,C,D,STD,RMD,RESMED INC,USD,4728.1250,A,3510,351010,35,35101010
031889,20211231,2021,INDL,C,D,STD,FCAL,FIRST TRUST CAL MU HI IN ETF,USD,,A,,,,
031890,20211231,2021,INDL,C,D,STD,RNDM,FIRST TRUST DVP IN EQ SL ETF,USD,,A,,,,
031891,20211231,2021,INDL,C,D,STD,RNDV,FIRST TRUST US EQ DV SEL ETF,USD,,A,,,,
031892,20211231,2021,INDL,C,D,STD,RNEM,FIRST TRUST EMR MK EQ SL ETF,USD,,A,,,,
031895,20211231,2021,INDL,C,D,STD,BHB,BAR HARBOR BANKSHARES,USD,3709.2330,A,4010,401010,40,40101015
031895,20211231,2021,FS,C,D,STD,BHB,BAR HARBOR BANKSHARES,USD,3709.2330,A,4010,401010,40,40101015
031914,20211231,2021,INDL,C,D,STD,RTL,NECESSITY RET REIT INC (THE),USD,3814.2100,A,6010,601010,60,60101070
031950,20211231,2021,INDL,C,D,STD,VSMV,VICTORYSHARES US MUL FAC ETF,USD,,A,,,,
031954,20211231,2021,INDL,C,D,STD,AGTI,AGILITI INC,USD,2515.7470,A,3510,351020,35,35102015
031958,20211231,2021,INDL,C,D,STD,SAFE,SAFEHOLD INC,USD,4515.7260,A,6010,601010,60,60101080
031966,20211231,2021,INDL,C,D,STD,TRTX,TPG RE FINANCE TRT INC,USD,5218.0200,A,4020,402040,40,40204010
031994,20211231,2021,INDL,C,D,STD,GPMT,GRANITE POINT MORTGE TRS INC,USD,3988.5180,A,4020,402040,40,40204010
031998,20211231,2021,INDL,C,D,STD,CAGG.,CI WISDOMTREE YLD ENH AG ETF,CAD,,A,,,,
032010,20211231,2021,INDL,C,D,STD,CAGS.,CI WISDOMTREE YLD ENH SH ETF,CAD,,A,,,,
032030,20211231,2021,INDL,C,D,STD,TTAI,FCF INTERNATIONAL QUALTY ETF,USD,,A,,,,
032038,20211231,2021,INDL,C,D,STD,USMF,WISDOMTREE US MLTIFTR FD ETF,USD,,A,,,,
032050,20211231,2021,INDL,C,D,STD,CBH,VIRTUS ALLIANZGI CONV INC FD,USD,,A,,,,
032066,20211231,2021,INDL,C,D,STD,GOAU,US GLOBAL GD & PRC MT MI ETF,USD,,A,,,,
032070,20211231,2021,INDL,C,D,STD,OCIO,ETF SERIES SOLUTIONS - CLEAR,USD,,A,,,,
032074,20211231,2021,INDL,C,D,STD,XELA,EXELA TECHNOLOGIES INC,USD,1037.0230,A,4510,451020,45,45102020
032098,20211031,2021,INDL,C,D,STD,BBCP,CONCRETE PUMPING HOLDINGS,USD,792.6650,A,2010,201030,20,20103010
032102,20211231,2021,INDL,C,D,STD,RDFN,REDFIN CORP,USD,2021.9720,A,6010,601020,60,60102040
032106,20211231,2021,INDL,C,D,STD,BKR,BAKER HUGHES CO,USD,35308.0000,A,1010,101010,10,10101020
032150,20211231,2021,INDL,C,D,STD,SID.,CI US TRENDLEADRES INDEX ETF,CAD,,A,,,,
032154,20211231,2021,INDL,C,D,STD,JBGS,JBG SMITH PPTYS,USD,6386.2060,A,6010,601010,60,60101040
032184,20211231,2021,INDL,C,D,STD,SMMD,ISHARES RUSSELL 2500 ETF,USD,,A,,,,
032188,20211231,2021,INDL,C,D,STD,PREF,PRINCIPAL SPCTM PF SC AC ETF,USD,,A,,,,
032193,20211231,2021,INDL,C,D,STD,CLXT,CALYXT INC,USD,37.1940,A,3520,352010,35,35201010
032197,20211231,2021,INDL,C,D,STD,HYDB,ISHARES HIGH YIELD BOND FACT,USD,,A,,,,
032198,20211231,2021,INDL,C,D,STD,IGEB,ISHARES INVESTMENT GRADE BON,USD,,A,,,,
032199,20211231,2021,INDL,C,D,STD,SPMV,INVESCO S&P 500 MIN VAR ETF,USD,,A,,,,
032202,20211231,2021,INDL,C,D,STD,USEQ,INVESCO RUSSELL 1000 EQ ETF,USD,,A,,,,
032204,20211231,2021,INDL,C,D,STD,EQRR,PROSHARES EQTS FR RS RTS ETF,USD,,A,,,,
032205,20211231,2021,INDL,C,D,STD,SUSC,ISHARES TRUST ISHARES ESG AW,USD,,A,,,,
032210,20211231,2021,INDL,C,D,STD,SQLV,LEGG MASON SML-CAP QU VL ETF,USD,,A,,,,
032211,20211231,2021,INDL,C,D,STD,SUSB,ISHARES ESG AWARE 1-5 YR USD,USD,,A,,,,
032219,20211231,2021,INDL,C,D,STD,PETQ,PETIQ INC,USD,819.5870,A,3510,351020,35,35102010
032234,20211231,2021,INDL,C,D,STD,EMXC,ISHARES MSCI EMG MK X CN ETF,USD,,A,,,,
032236,20211231,2021,INDL,C,D,STD,EDGF.,BROMPTON EUR DIV GRTH ETF,CAD,,A,,,,
032238,20211231,2021,INDL,C,D,STD,EFBI,EAGLE FINANCIAL BANCORP,USD,174.8490,A,4010,401020,40,40102010
032238,20211231,2021,FS,C,D,STD,EFBI,EAGLE FINANCIAL BANCORP,USD,174.8490,A,4010,401020,40,40102010
032239,20211231,2021,INDL,C,D,STD,MHCD.,MIDDLEFIELD HEALTH DIV ETF,CAD,,A,,,,
032245,20211231,2021,INDL,C,D,STD,ALPN,ALPINE IMMUNE SCIENCES INC,USD,255.9000,A,3520,352010,35,35201010
032250,20211231,2021,INDL,C,D,STD,EFL,EATON VANCE FLTNG RATE 2022,USD,,A,,,,
032263,20211231,2021,INDL,C,D,STD,DMRL,DELTASHARE S&P 500 MG RK ETF,USD,,A,,,,
032264,20211231,2021,INDL,C,D,STD,DMRS,DELTASH S&P 600 MGD RISK ETF,USD,,A,,,,
032265,20211231,2021,INDL,C,D,STD,DMRI,DELTASH S&P INT MGD RISK ETF,USD,,A,,,,
032266,20211231,2021,INDL,C,D,STD,DMRM,DELTASHARE S&P 400 MD RK ETF,USD,,A,,,,
032271,20211231,2021,INDL,C,D,STD,ACHV,ACHIEVE LIFE SCIENCES INC,USD,47.5160,A,3520,352010,35,35201010
032285,20211231,2021,INDL,C,D,STD,ECVT,ECOVYST INC,USD,1931.2000,A,1510,151010,15,15101050
032316,20211231,2021,INDL,C,D,STD,JAGX,JAGUAR HEALTH INC,USD,53.2650,A,3520,352020,35,35202010
032343,20211231,2021,INDL,C,D,STD,FFIU,SPINNAKER ETF SERIES -FD UVA,USD,,A,,,,
032348,20211231,2021,INDL,C,D,STD,KRYS,KRYSTAL BIOTECH INC,USD,626.2950,A,3520,352010,35,35201010
032357,20211231,2021,INDL,C,D,STD,FPEI,FIRST TR ISTL PF SC & IN ETF,USD,,A,,,,
032362,20211231,2021,INDL,C,D,STD,RWX.,CI MSCI IN LW RISK WG ETF,CAD,,A,,,,
032372,20211231,2021,INDL,C,D,STD,CEIX,CONSOL ENERGY INC,USD,2573.5170,A,1010,101020,10,10102050
032373,20211231,2021,INDL,C,D,STD,BAR,GRANITESHARES GOLD TRUST ETF,USD,,A,,,,
032382,20211231,2021,INDL,C,D,STD,ROKU,ROKU INC,USD,4082.1450,A,5020,502020,50,50202010
032383,20211231,2021,INDL,C,D,STD,DCPH,DECIPHERA PHRMCTAL INC,USD,429.4840,A,3520,352010,35,35201010
032384,20211231,2021,INDL,C,D,STD,SECT,MAIN SECTOR ROTATION ETF,USD,,A,,,,
032385,20211231,2021,INDL,C,D,STD,FLMB,FRANKLIN LIBRTY FED TX-FR BD,USD,,A,,,,
032386,20211231,2021,INDL,C,D,STD,FLMI,FRANKLIN LIBRTY IT MN OP ETF,USD,,A,,,,
032390,20211231,2021,INDL,C,D,STD,MFDX,PIMCO RAFI DYN MULT-FCTR INT,USD,,A,,,,
032391,20211231,2021,INDL,C,D,STD,MFEM,PIMCO RAFI DYN MULT-FC EME,USD,,A,,,,
032392,20211231,2021,INDL,C,D,STD,MFUS,PIMCO RAFI DYN MT-FA US EQ,USD,,A,,,,
032393,20211231,2021,INDL,C,D,STD,MAGA,POINT BRIDGE GOP STCK TK ETF,USD,,A,,,,
032394,20211231,2021,INDL,C,D,STD,GHYB,GOLDMN SC AC HI YD CR BD ETF,USD,,A,,,,
032406,20211231,2021,INDL,C,D,STD,OBOR,KRANESHS MSCI ONE BT RD ETF,USD,,A,,,,
032415,20211231,2021,INDL,C,D,STD,PFFD,GLOBAL X US PREFERRED ETF,USD,,A,,,,
032417,20211231,2021,INDL,C,D,STD,FSB.,CI ENHANCED SH DUR BND FND,CAD,,A,,,,
032418,20211231,2021,INDL,C,D,STD,REIT.,INVESCO S&P/TSX REIT IN IDX,CAD,,A,,,,
032429,20211231,2021,INDL,C,D,STD,IBDS,ISHRS IBD DC 2027 TM CP ETF,USD,,A,,,,
032430,20211231,2021,INDL,C,D,STD,GSEW,GOLDMAN SACHS EQUAL WGHT ETF,USD,,A,,,,
032441,20211231,2021,INDL,C,D,STD,MXDU,NATIONWIDE MX US CR ETY ETF,USD,,A,,,,
032442,20211231,2021,INDL,C,D,STD,RBIN,NATWIDE RSK BSD INTL ETY ETF,USD,,A,,,,
032443,20211231,2021,INDL,C,D,STD,RBUS,NATINWDE RSK BSD US ETY ETF,USD,,A,,,,
032453,20211231,2021,INDL,C,D,STD,QD,QUDIAN INC,USD,2208.0760,A,4020,402020,40,40202010
032454,20211231,2021,INDL,C,D,STD,CYBR.,EVOLVE CYBR SECURITY IDX FD,CAD,,A,,,,
032455,20211231,2021,INDL,C,D,STD,EMV.,CI WISDOMTREE EMRGNG MKT ETF,CAD,,A,,,,
032457,20211231,2021,INDL,C,D,STD,UMI.,CI WSDMTREE U S M CIDX ETF,CAD,,A,,,,
032458,20211231,2021,INDL,C,D,STD,DGRC.,CI WISDOMTREE CDA QLT IX ETF,CAD,,A,,,,
032459,20211231,2021,INDL,C,D,STD,ACER,ACER THERAPEUTICS INC,USD,36.2570,A,3520,352020,35,35202010
032461,20211231,2021,INDL,C,D,STD,PBDM,INVESCO PURBETA FTSE DEV ETF,USD,,A,,,,
032462,20211231,2021,INDL,C,D,STD,PBEE,INVESCO PUREBETA FTSE EM ETF,USD,,A,,,,
032463,20211231,2021,INDL,C,D,STD,PBTP,INVESCO PUREBETA 0-5 YR ETF,USD,,A,,,,
032464,20211231,2021,INDL,C,D,STD,PBUS,INVESCO PUREBETA MSCI US ETF,USD,,A,,,,
032465,20211231,2021,INDL,C,D,STD,PBSM,INVESCO PUREBTA MSCI USA ETF,USD,,A,,,,
032469,20211231,2021,INDL,C,D,STD,SWCH,SWITCH INC,USD,2918.6180,A,4510,451020,45,45102030
032478,20211231,2021,INDL,C,D,STD,XFLT,XAI OCTAGON FLOATNG RATE ALT,USD,,A,,,,
032479,20211231,2021,INDL,C,D,STD,DXBBF,DYNAMIC ACTIVE TACTICAL BOND,CAD,,A,,,,
032480,20211231,2021,INDL,C,D,STD,DXZ.,DYNAMIC ACTV U.S. MD-CP ETF,CAD,,A,,,,
032481,20211231,2021,INDL,C,D,STD,DXF.,DYNAMIC ACTIVE GLBL FIN ETF,CAD,,A,,,,
032482,20211231,2021,INDL,C,D,STD,HXDM.,HORIZONS INTL DEV MKT EQ ETF,CAD,,A,,,,
032486,20211231,2021,INDL,C,D,STD,BSCR,INVESCO BULTSHRS 2027 CP ETF,USD,,A,,,,
032491,20211231,2021,INDL,C,D,STD,IGCF.,PIMCO INVSTMNT GRADE CR FD,CAD,,A,,,,
032494,20211231,2021,INDL,C,D,STD,HTRB,HARTFORD TOTAL RETURN BOND E,USD,,A,,,,
032495,20211231,2021,INDL,C,D,STD,DALT,ANFIELD DSFD ALTERNATIVE ETF,USD,,A,,,,
032496,20211231,2021,INDL,C,D,STD,PBND,INVESCO PUREBETA US AGGT ETF,USD,,A,,,,
032497,20211231,2021,INDL,C,D,STD,BSJP,INVS BTSHS 2025 HGH YD CO BD,USD,,A,,,,
032500,20211231,2021,INDL,C,D,STD,EATOF,EVOLVE AUTOMBILE INNV IDX FD,CAD,,A,,,,
032501,20211231,2021,INDL,C,D,STD,PMIF.,PIMCO MONTHLY INCOME FD,CAD,,A,,,,
032502,20211231,2021,INDL,C,D,STD,ANGI,ANGI INC,USD,2010.1410,A,5020,502030,50,50203010
032503,20211231,2021,INDL,C,D,STD,DIVS.,EVOLVE ACTIVE CAN PRF SH FD,CAD,,A,,,,
032505,20211231,2021,INDL,C,D,STD,NUBD,NUSHARES ESG US AGG BOND ETF,USD,,A,,,,
032519,20211231,2021,INDL,C,D,STD,MCB,METROPOLITAN BANK HLDNG,USD,7116.3580,A,4010,401010,40,40101015
032519,20211231,2021,FS,C,D,STD,MCB,METROPOLITAN BANK HLDNG,USD,7116.3580,A,4010,401010,40,40101015
032520,20211231,2021,INDL,C,D,STD,LFEQ,VANECK VECTORS NDR CMG LONG/,USD,,A,,,,
032526,20220131,2021,INDL,C,D,STD,MDB,MONGODB INC,USD,2449.5880,A,4510,451020,45,45102030
032527,20211231,2021,INDL,C,D,STD,CHGX,CHANGE FINANCE US LARGE CAP,USD,,A,,,,
032528,20211231,2021,INDL,C,D,STD,FNKO,FUNKO INC,USD,967.5030,A,2550,255010,25,25501010
032530,20211231,2021,INDL,C,D,STD,ALTR,ALTAIR ENGINEERING INC,USD,1163.2750,A,4510,451030,45,45103010
032533,20211231,2021,INDL,C,D,STD,ZVC.,BMO MSCI CDA VALUE INDEX ETF,CAD,,A,,,,
032534,20211231,2021,INDL,C,D,STD,ZJK.,BMO HGH YLD US CP BD IDX ETF,CAD,,A,,,,
032535,20211231,2021,INDL,C,D,STD,ZVU.,BMO MSCI USA VALUE INDEX ETF,CAD,,A,,,,
032541,20211231,2021,INDL,C,D,STD,CARG,CARGURUS INC,USD,931.5740,A,5020,502030,50,50203010
032542,20211231,2021,INDL,C,D,STD,SCHK,SCHWAB STGC  - 100 INDEX ETF,USD,,A,,,,
032543,20211231,2021,INDL,C,D,STD,USMC,PRINCIPAL U.S. MEGACAP ETF,USD,,A,,,,
032547,20211231,2021,INDL,C,D,STD,NEXA,NEXA RESOURCES SA,USD,4904.8360,A,1510,151040,15,15104020
032548,20211231,2021,INDL,C,D,STD,DIAL,COLUMBIA DVSFD FXD INC  ETF,USD,,A,,,,
032549,20211231,2021,INDL,C,D,STD,VWID,VIRTUS WMC INTL DIV ETF,USD,,A,,,,
032550,20211231,2021,INDL,C,D,STD,KEMQ,EMRGNG MKTS CSMR FCS IDX ETF,USD,,A,,,,
032551,20211231,2021,INDL,C,D,STD,KGRN,KRANESHARES MSCI CHNA CL ETF,USD,,A,,,,
032555,20211231,2021,INDL,C,D,STD,CALL.,EVOLVE US BANKS ENHD YLD FD,CAD,,A,,,,
032558,20211231,2021,INDL,C,D,STD,PACK,RANPAK HOLDINGS CORP,USD,1213.4000,A,1510,151030,15,15103020
032564,20211231,2021,INDL,C,D,STD,ERO,ERO COPPER CORP,USD,689.7620,A,1510,151040,15,15104025
032571,20211231,2021,INDL,C,D,STD,BAND,BANDWIDTH INC,USD,1065.5390,A,5010,501010,50,50101010
032574,20211231,2021,INDL,C,D,STD,EYE,NATIONAL VISION HLDGS INC,USD,2293.0910,A,2550,255040,25,25504040
032575,20211231,2021,INDL,C,D,STD,MMIN,IQ MACKAY MUNICIPAL INSURED,USD,,A,,,,
032576,20211231,2021,INDL,C,D,STD,AIEQ,AI POWERED EQUITY ETF,USD,,A,,,,
032577,20211231,2021,INDL,C,D,STD,MMIT,IQ MACKAY MUNICIPAL INTERMED,USD,,A,,,,
032580,20211231,2021,INDL,C,D,STD,VICI,VICI PROPERTIES INC,USD,17597.3730,A,6010,601010,60,60101080
032585,20211231,2021,INDL,C,D,STD,RBDI.,RBC BLUEBAY GLBL DIV CAD HDG,CAD,,A,,,,
032586,20211231,2021,INDL,C,D,STD,RBNK.,RBC CANADIAN BK YLD IDX ETF,CAD,,A,,,,
