gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,costat,ggroup,gind,gsector,gsubind
001045,20211231,2021,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,66467.0000,A,2030,203020,20,20302010
001075,20211231,2021,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,22003.2220,A,5510,551010,55,55101010
001076,20211231,2021,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,1621.7610,A,4020,402020,40,40202010
001078,20211231,2021,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,75196.0000,A,3510,351010,35,35101010
001096,20211231,2021,INDL,C,D,STD,MRCBF,MORGUARD CORP,CAD,11492.5430,A,6010,601020,60,60102020
001104,20211231,2021,INDL,C,D,STD,ACU,ACME UNITED CORP,USD,144.4390,A,2020,202010,20,20201060
001119,20211231,2021,INDL,C,D,STD,ADX,ADAMS DIVERSIFIED EQUITY FD,USD,,A,,,,
001121,20211231,2021,INDL,C,D,STD,AE,ADAMS RESOURCES & ENERGY INC,USD,374.7030,A,1010,101020,10,10102030
001161,20211231,2021,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,12419.0000,A,4530,453010,45,45301020
001166,20211231,2021,INDL,C,D,STD,ASMIY,ASM INTERNATIONAL NV,USD,3083.3900,A,4530,453010,45,45301010
001186,20211231,2021,INDL,C,D,STD,AEM,AGNICO EAGLE MINES LTD,USD,10186.7760,A,1510,151040,15,15104030
001209,20210930,2021,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,26859.2000,A,1510,151010,15,15101040
001224,20210930,2021,INDL,C,D,STD,EGN1,SPIRE ALABAMA INC,USD,2170.5000,A,5510,551020,55,55102010
001225,20211231,2021,INDL,C,D,STD,SO1,ALABAMA POWER CO,USD,32982.0000,A,5510,551010,55,55101010
001230,20211231,2021,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,13951.0000,A,2030,203020,20,20302010
001234,20211231,2021,INDL,C,D,STD,ATRI,ATRION CORP,USD,267.2640,A,3510,351010,35,35101020
001254,20211231,2021,INDL,C,D,STD,MATX,MATSON INC,USD,3693.1000,A,2030,203030,20,20303010
001257,20211231,2021,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1391.9650,A,6010,601010,60,60101070
001257,20211231,2021,FS,C,D,STD,ALX,ALEXANDER'S INC,USD,1391.9650,A,6010,601010,60,60101070
001262,20211231,2021,INDL,C,D,STD,AGMJF,ALGOMA CENTRAL CORP,CAD,1200.0830,A,2030,203030,20,20303010
001266,20210930,2021,INDL,C,D,STD,ALCO,ALICO INC,USD,433.2170,A,3020,302020,30,30202010
001272,20210630,2021,INDL,C,D,STD,PBAJ,PETRO USA INC,USD,0.0000,A,2550,255040,25,25504050
001274,20211231,2021,FS,C,D,STD,Y,ALLEGHANY CORP,USD,32268.6750,A,4030,403010,40,40301050
001274,20211231,2021,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,32268.6750,A,4030,403010,40,40301050
001300,20211231,2021,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,64470.0000,A,2010,201050,20,20105010
001327,20210930,2021,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,8590.7000,A,4530,453010,45,45301020
001352,20211231,2021,INDL,C,D,STD,GYLD,ARROW DOW JONES GLBL YLD ETF,USD,,A,,,,
001380,20211231,2021,INDL,C,D,STD,HES,HESS CORP,USD,20515.0000,A,1010,101020,10,10102020
001388,20211231,2021,INDL,C,D,STD,AMR1,AMERICAN AIRLINES INC,USD,71145.0000,A,2030,203020,20,20302010
001410,20211031,2021,INDL,C,D,STD,ABM,ABM INDUSTRIES INC,USD,4436.2000,A,2020,202010,20,20201050
001414,20211231,2021,FS,C,D,STD,PRI,PRIMERICA INC,USD,16123.2230,A,4030,403010,40,40301020
001414,20211231,2021,INDL,C,D,STD,PRI,PRIMERICA INC,USD,16123.2230,A,4030,403010,40,40301020
001417,20210630,2021,INDL,C,D,STD,VBF,INVESCO BOND FUND,USD,,A,,,,
001439,20211231,2021,INDL,C,D,STD,ECOL,US ECOLOGY INC,USD,1805.3980,A,2020,202010,20,20201050
001440,20211231,2021,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,87668.7000,A,5510,551010,55,55101010
001447,20211231,2021,FS,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,188548.0000,A,4020,402020,40,40202010
001447,20211231,2021,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,188548.0000,A,4020,402020,40,40202010
001449,20211231,2021,INDL,C,D,STD,AFL,AFLAC INC,USD,157542.0000,A,4030,403010,40,40301020
001449,20211231,2021,FS,C,D,STD,AFL,AFLAC INC,USD,157542.0000,A,4030,403010,40,40301020
001487,20211231,2021,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,596112.0000,A,4030,403010,40,40301030
001487,20211231,2021,FS,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,596112.0000,A,4030,403010,40,40301030
001507,20211231,2021,INDL,C,D,STD,HYEM,VANECK VECTORS EMG MKT HIGH,USD,,A,,,,
001526,20211231,2021,INDL,C,D,STD,ANAT,AMERICAN NATIONAL GROUP INC,USD,31320.3210,A,4030,403010,40,40301030
001526,20211231,2021,FS,C,D,STD,ANAT,AMERICAN NATIONAL GROUP INC,USD,31320.3210,A,4030,403010,40,40301030
001585,20211231,2021,INDL,C,D,STD,AVD,AMERICAN VANGUARD CORP,USD,694.1600,A,1510,151010,15,15101030
001598,20211231,2021,INDL,C,D,STD,AME,AMETEK INC,USD,11898.1870,A,2010,201040,20,20104010
001602,20211231,2021,INDL,C,D,STD,AMGN,AMGEN INC,USD,61165.0000,A,3520,352010,35,35201010
001632,20211031,2021,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,52322.0710,A,4530,453010,45,45301020
001659,20211231,2021,INDL,C,D,STD,ANDE,ANDERSONS INC,USD,4569.2190,A,3010,301010,30,30101020
001661,20211231,2021,INDL,C,D,STD,NBR,NABORS INDUSTRIES LTD,USD,5525.3640,A,1010,101010,10,10101010
001678,20211231,2021,INDL,C,D,STD,APA,APA CORP,USD,13303.0000,A,1010,101020,10,10102020
001689,20211231,2021,INDL,C,D,STD,AEP1,APPALACHIAN POWER,USD,14088.9000,A,5510,551010,55,55101010
001690,20210930,2021,INDL,C,D,STD,AAPL,APPLE INC,USD,351002.0000,A,4520,452020,45,45202030
001704,20211031,2021,INDL,C,D,STD,AMAT,APPLIED MATERIALS INC,USD,25825.0000,A,4530,453010,45,45301010
001706,20210831,2021,INDL,C,D,STD,EPAC,ENERPAC TOOL GROUP CORP,USD,820.2470,A,2010,201060,20,20106020
001712,20211231,2021,INDL,C,D,STD,TREC,TRECORA RESOURCES,USD,293.5400,A,1510,151010,15,15101010
001718,20210630,2021,INDL,C,D,STD,AOXY,ADVANCED OXYGEN TECHNOLOGY,USD,0.6970,A,6010,601020,60,60102020
001722,20211231,2021,INDL,C,D,STD,ADM,ARCHER-DANIELS-MIDLAND CO,USD,56136.0000,A,3020,302020,30,30202010
001742,20211231,2021,INDL,C,D,STD,PNW1,ARIZONA PUBLIC SERVICE CO,USD,21909.6560,A,5510,551010,55,55101010
001743,20211231,2021,INDL,C,D,STD,ARCB,ARCBEST CORP,USD,2112.6760,A,2030,203040,20,20304020
001745,20211231,2021,INDL,C,D,STD,ETR1,ENTERGY ARKANSAS,USD,12565.1190,A,5510,551010,55,55101010
001773,20211231,2021,INDL,C,D,STD,ARW,ARROW ELECTRONICS INC,USD,19535.5400,A,4520,452030,45,45203030
001783,20211130,2021,INDL,C,D,STD,ARTW,ARTS WAY MFG INC,USD,20.8540,A,2010,201060,20,20106015
001794,20210930,2021,INDL,C,D,STD,ASH,ASHLAND GLOBAL HOLDINGS INC,USD,6612.0000,A,1510,151010,15,15101050
001823,20211231,2021,INDL,C,D,STD,ATRO,ASTRONICS CORP,USD,609.1380,A,2010,201010,20,20101010
001828,20211231,2021,INDL,C,D,STD,ACLLF,ATCO LTD  -CL I,CAD,23004.0000,A,5510,551030,55,55103010
001837,20211231,2021,INDL,C,D,STD,SO7,SOUTHERN CO GAS,USD,23560.0000,A,5510,551020,55,55102010
001864,20220131,2021,INDL,C,D,STD,REX,REX AMERICAN RESOURCES CORP,USD,550.3610,A,1010,101020,10,10102030
001878,20220131,2021,INDL,C,D,STD,ADSK,AUTODESK INC,USD,8606.8000,A,4510,451030,45,45103010
001891,20210630,2021,INDL,C,D,STD,ADP,AUTOMATIC DATA PROCESSING,USD,48772.5000,A,4510,451020,45,45102020
001913,20211231,2021,INDL,C,D,STD,AVY,AVERY DENNISON CORP,USD,7971.6000,A,1510,151030,15,15103020
001919,20210630,2021,INDL,C,D,STD,AVT,AVNET INC,USD,8925.4220,A,4520,452030,45,45203030
001949,20211231,2021,INDL,C,D,STD,BRT,BRT APARTMENTS CORP,USD,459.5380,A,6010,601010,60,60101060
001968,20211231,2021,INDL,C,D,STD,BMI,BADGER METER INC,USD,530.8180,A,4520,452030,45,45203010
001979,20211231,2021,INDL,C,D,STD,BCPC,BALCHEM CORP  -CL B,USD,1199.3250,A,1510,151010,15,15101050
001988,20211231,2021,INDL,C,D,STD,BLL,BALL CORP,USD,19714.0000,A,1510,151030,15,15103010
002002,20211231,2021,FS,C,D,STD,BPOP,POPULAR INC,USD,75097.8990,A,4010,401010,40,40101015
002002,20211231,2021,INDL,C,D,STD,BPOP,POPULAR INC,USD,75097.8990,A,4010,401010,40,40101015
002005,20211231,2021,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,USD,22784.9410,A,4010,401010,40,40101015
002005,20211231,2021,FS,C,D,STD,BOH,BANK OF HAWAII CORP,USD,22784.9410,A,4010,401010,40,40101015
002019,20211231,2021,INDL,C,D,STD,BK,BANK OF NEW YORK MELLON CORP,USD,444438.0000,A,4020,402030,40,40203010
002019,20211231,2021,FS,C,D,STD,BK,BANK OF NEW YORK MELLON CORP,USD,444438.0000,A,4020,402030,40,40203010
002049,20211231,2021,INDL,C,D,STD,B,BARNES GROUP INC,USD,2576.8200,A,2010,201060,20,20106020
002052,20210930,2021,INDL,C,D,STD,BRN,BARNWELL INDUSTRIES,USD,24.4350,A,1010,101020,10,10102020
002055,20211231,2021,INDL,C,D,STD,GOLD,BARRICK GOLD CORP,USD,46890.0000,A,1510,151040,15,15104030
002080,20211130,2021,INDL,C,D,STD,BSET,BASSETT FURNITURE INDS,USD,421.6600,A,2520,252010,25,25201020
002086,20211231,2021,INDL,C,D,STD,BAX,BAXTER INTERNATIONAL INC,USD,33521.0000,A,3510,351010,35,35101010
002101,20210630,2021,INDL,C,D,STD,AIT,APPLIED INDUSTRIAL TECH INC,USD,2271.8070,A,2010,201070,20,20107010
002111,20210930,2021,INDL,C,D,STD,BDX,BECTON DICKINSON & CO,USD,53866.0000,A,3510,351010,35,35101010
002124,20211231,2021,INDL,C,D,STD,BELFB,BEL FUSE INC,USD,511.8460,A,4520,452030,45,45203015
002136,20211231,2021,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,366596.0000,A,5010,501010,50,50101020
002137,20211231,2021,INDL,C,D,STD,BCE,BCE INC,CAD,66764.0000,A,5010,501010,50,50101020
002176,20211231,2021,INDL,C,D,STD,BRK.B,BERKSHIRE HATHAWAY,USD,958784.0000,A,4020,402010,40,40201030
002176,20211231,2021,FS,C,D,STD,BRK.B,BERKSHIRE HATHAWAY,USD,958784.0000,A,4020,402010,40,40201030
002184,20220131,2021,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,17504.0000,A,2550,255040,25,25504020
002220,20211231,2021,INDL,C,D,STD,BIO,BIO-RAD LABORATORIES INC,USD,17775.7950,A,3520,352030,35,35203010
002240,20210731,2021,INDL,C,D,STD,NIMU,NON INVASIVE MONITOR,USD,0.0590,A,3510,351010,35,35101010
002259,20211231,2021,INDL,C,D,STD,BKH,BLACK HILLS CORP,USD,9131.8960,A,5510,551030,55,55103010
002269,20220430,2021,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,,A,2530,253020,25,25302020
002285,20211231,2021,INDL,C,D,STD,BA,BOEING CO,USD,138552.0000,A,2010,201010,20,20101010
002312,20211231,2021,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,2952.3590,A,2020,202020,20,20202010
002337,20211231,2021,INDL,C,D,STD,RFP,RESOLUTE FOREST PRODUCTS INC,USD,3538.0000,A,1510,151050,15,15105020
002352,20210731,2021,INDL,C,D,STD,BRC,BRADY CORP,USD,1377.7560,A,2020,202010,20,20201010
002390,20211031,2021,INDL,C,D,STD,BRID,BRIDGFORD FOODS CORP,USD,156.7900,A,3020,302020,30,30202030
002403,20211231,2021,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,109314.0000,A,3520,352020,35,35202010
002408,20211231,2021,INDL,C,D,STD,TU,TELUS CORP,CAD,47994.0000,A,5010,501010,50,50101020
002410,20211231,2021,INDL,C,D,STD,BP,BP PLC,USD,287272.0000,A,1010,101020,10,10102010
002436,20220131,2021,INDL,C,D,STD,CAL,CALERES INC,USD,1843.9260,A,2550,255040,25,25504010
002444,20211231,2021,INDL,C,D,STD,BC,BRUNSWICK CORP,USD,5425.0000,A,2520,252020,25,25202010
002448,20211231,2021,INDL,C,D,STD,MTRN,MATERION CORP,USD,1607.4790,A,1510,151040,15,15104020
002490,20211231,2021,INDL,C,D,STD,BRK3,BURLINGTON NORTHERN SANTA FE,USD,91437.0000,A,2030,203040,20,20304010
002497,20211231,2021,INDL,C,D,STD,MTZ,MASTEC INC,USD,7121.3930,A,2010,201030,20,20103010
002504,20211231,2021,INDL,C,D,STD,UIS,UNISYS CORP,USD,2419.5000,A,4510,451020,45,45102010
002547,20211231,2021,FS,C,D,STD,CI,CIGNA CORP,USD,154889.0000,A,3510,351020,35,35102015
002547,20211231,2021,INDL,C,D,STD,CI,CIGNA CORP,USD,154889.0000,A,3510,351020,35,35102015
002558,20211231,2021,FS,C,D,STD,CNA,CNA FINANCIAL CORP,USD,66639.0000,A,4030,403010,40,40301040
002558,20211231,2021,INDL,C,D,STD,CNA,CNA FINANCIAL CORP,USD,66639.0000,A,4030,403010,40,40301040
002573,20210930,2021,INDL,C,D,STD,CSPI,CSP INC,USD,62.9740,A,4510,451020,45,45102010
002574,20211231,2021,INDL,C,D,STD,CSX,CSX CORP,USD,40531.0000,A,2030,203040,20,20304010
002577,20211231,2021,INDL,C,D,STD,CTS,CTS CORP,USD,664.4620,A,4520,452030,45,45203020
002578,20211231,2021,INDL,C,D,STD,TLS,TELOS CORP/MD,USD,246.0810,A,4510,451030,45,45103020
002593,20210930,2021,INDL,C,D,STD,CBT,CABOT CORP,USD,3306.0000,A,1510,151010,15,15101010
002596,20210630,2021,INDL,C,D,STD,CACI,CACI INTL INC  -CL A,USD,6172.3720,A,2020,202020,20,20202020
002628,20211231,2021,INDL,C,D,STD,CWT,CALIFORNIA WATER SERVICE GP,USD,3623.2710,A,5510,551040,55,55104010
002663,20210731,2021,INDL,C,D,STD,CPB,CAMPBELL SOUP CO,USD,11734.0000,A,3020,302020,30,30202030
002675,20211231,2021,INDL,C,D,STD,MLFNF,MAPLE LEAF FOODS INC,CAD,4385.8060,A,3020,302020,30,30202030
002696,20211231,2021,INDL,C,D,STD,CNI,CANADIAN NATIONAL RAILWAY CO,CAD,48538.0000,A,2030,203040,20,20304010
002698,20211231,2021,INDL,C,D,STD,CP,CANADIAN PACIFIC RAILWAY LTD,CAD,68177.0000,A,2030,203040,20,20304010
002703,20211231,2021,INDL,C,D,STD,CDNAF,CANADIAN TIRE CORP  -CL A,CAD,21802.2000,A,2550,255030,25,25503020
002735,20211231,2021,INDL,C,D,STD,CPTP,CAPITAL PROPERTIES INC,USD,8.4200,A,6010,601020,60,60102020
002751,20210630,2021,INDL,C,D,STD,CAH,CARDINAL HEALTH INC,USD,44453.0000,A,3510,351020,35,35102010
002771,20211231,2021,INDL,C,D,STD,CSL,CARLISLE COS INC,USD,7246.8000,A,2010,201020,20,20102010
002783,20211231,2021,INDL,C,D,STD,DUK8,PROGRESS ENERGY INC,USD,61842.0000,A,5510,551010,55,55101010
002787,20210630,2021,INDL,C,D,STD,CRS,CARPENTER TECHNOLOGY CORP,USD,2971.2000,A,1510,151040,15,15104050
002817,20211231,2021,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,82793.0000,A,2010,201060,20,20106010
002829,20211031,2021,INDL,C,D,STD,RFIL,R F INDUSTRIES LTD,USD,49.6480,A,4520,452030,45,45203020
002884,20211231,2021,INDL,C,D,STD,LUMN,LUMEN TECHNOLOGIES INC,USD,57993.0000,A,5010,501010,50,50101010
002960,20211231,2021,INDL,C,D,STD,CHE,CHEMED CORP,USD,1342.7230,A,3510,351020,35,35102015
002968,20211231,2021,FS,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,3743567.0000,A,4010,401010,40,40101010
002968,20211231,2021,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,3743567.0000,A,4010,401010,40,40101010
002986,20211231,2021,INDL,C,D,STD,CPK,CHESAPEAKE UTILITIES CORP,USD,2114.8690,A,5510,551020,55,55102010
002991,20211231,2021,INDL,C,D,STD,CVX,CHEVRON CORP,USD,239535.0000,A,1010,101020,10,10102010
003007,20210630,2021,INDL,C,D,STD,EAT,BRINKER INTL INC,USD,2274.9000,A,2530,253010,25,25301040
003026,20211231,2021,INDL,C,D,STD,CHD,CHURCH & DWIGHT INC,USD,7996.5000,A,3030,303010,30,30301010
003028,20211231,2021,INDL,C,D,STD,CHDN,CHURCHILL DOWNS INC,USD,2981.6000,A,2530,253010,25,25301010
003039,20211231,2021,INDL,C,D,STD,CIN1,DUKE ENERGY OHIO INC,USD,10774.0000,A,5510,551010,55,55101010
003105,20211231,2021,INDL,C,D,STD,IHRT,IHEARTMEDIA INC,USD,8881.3090,A,5020,502010,50,50201020
003107,20211231,2021,INDL,C,D,STD,CLF,CLEVELAND-CLIFFS INC,USD,18975.0000,A,1510,151040,15,15104050
003121,20210630,2021,INDL,C,D,STD,CLX,CLOROX CO/DE,USD,6334.0000,A,3030,303010,30,30301010
003138,20211231,2021,INDL,C,D,STD,COKE,COCA COLA CONSOLIDATED INC,USD,3445.5700,A,3020,302010,30,30201030
003144,20211231,2021,INDL,C,D,STD,KO,COCA-COLA CO,USD,94354.0000,A,3020,302010,30,30201030
003153,20211231,2021,INDL,C,D,STD,CDE,COEUR MINING INC,USD,1734.4220,A,1510,151040,15,15104030
003157,20210930,2021,INDL,C,D,STD,COHR,COHERENT INC,USD,1888.9300,A,4520,452030,45,45203010
003158,20211231,2021,INDL,C,D,STD,COHU,COHU INC,USD,1259.0440,A,4530,453010,45,45301010
003170,20211231,2021,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,15040.0000,A,3030,303010,30,30301010
003203,20210831,2021,INDL,C,D,STD,CCF,CHASE CORP,USD,404.1590,A,1510,151010,15,15101050
003221,20211231,2021,FS,C,D,STD,AON,AON PLC,USD,31917.0000,A,4030,403010,40,40301010
003221,20211231,2021,INDL,C,D,STD,AON,AON PLC,USD,31917.0000,A,4030,403010,40,40301010
003226,20211231,2021,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,275905.0000,A,5020,502010,50,50201030
003231,20211231,2021,INDL,C,D,STD,CMA,COMERICA INC,USD,94616.0000,A,4010,401010,40,40101015
003231,20211231,2021,FS,C,D,STD,CMA,COMERICA INC,USD,94616.0000,A,4010,401010,40,40101015
003238,20211231,2021,INDL,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,36689.0880,A,4010,401010,40,40101015
003238,20211231,2021,FS,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,36689.0880,A,4010,401010,40,40101015
003243,20211231,2021,FS,C,D,STD,C,CITIGROUP INC,USD,2291413.0000,A,4010,401010,40,40101010
003243,20211231,2021,INDL,C,D,STD,C,CITIGROUP INC,USD,2291413.0000,A,4010,401010,40,40101010
003246,20210831,2021,INDL,C,D,STD,CMC,COMMERCIAL METALS,USD,4638.6710,A,1510,151040,15,15104050
003278,20211231,2021,INDL,C,D,STD,CAR,AVIS BUDGET GROUP INC,USD,22600.0000,A,2030,203040,20,20304020
003342,20211231,2021,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,188.3340,A,4510,451020,45,45102010
003358,20210731,2021,INDL,C,D,STD,CMTL,COMTECH TELECOMMUN,USD,993.1110,A,4520,452010,45,45201020
003369,20210630,2021,INDL,C,D,STD,RAVE,RAVE RESTAURANT GROUP INC,USD,13.3450,A,2530,253010,25,25301040
003382,20211231,2021,INDL,C,D,STD,SSTK,SHUTTERSTOCK INC,USD,851.7100,A,2550,255020,25,25502020
003392,20211231,2021,INDL,C,D,STD,NU1,CONNECTICUT LIGHT & POWER CO,USD,13949.6560,A,5510,551010,55,55101010
003413,20211231,2021,INDL,C,D,STD,ED,CONSOLIDATED EDISON INC,USD,63116.0000,A,5510,551030,55,55103010
003424,20211231,2021,INDL,C,D,STD,BH,BIGLARI HOLDINGS INC,USD,894.8070,A,2530,253010,25,25301040
003439,20211231,2021,INDL,C,D,STD,CMS,CMS ENERGY CORP,USD,28753.0000,A,5510,551030,55,55103010
003469,20211231,2021,INDL,C,D,STD,CLR,CONTINENTAL RESOURCES INC,USD,18591.1110,A,1010,101020,10,10102020
003504,20211031,2021,INDL,C,D,STD,COO,COOPER COS INC (THE),USD,9606.2000,A,3510,351010,35,35101020
003505,20211231,2021,INDL,C,D,STD,TAP,MOLSON COORS BEVERAGE CO,USD,27619.0000,A,3020,302010,30,30201010
003516,20210630,2021,INDL,C,D,STD,CBYDF,CORBY SPIRIT AND WINE LTD,CAD,254.4060,A,3020,302010,30,30201020
003532,20211231,2021,INDL,C,D,STD,GLW,CORNING INC,USD,30154.0000,A,4520,452030,45,45203015
003533,20210930,2021,INDL,C,D,STD,CNIG,CORNING NATURAL GAS HLDG CP,USD,144.0550,A,5510,551020,55,55102010
003562,20211231,2021,FS,C,D,STD,CUZ,COUSINS PROPERTIES INC,USD,7312.0340,A,6010,601010,60,60101040
003562,20211231,2021,INDL,C,D,STD,CUZ,COUSINS PROPERTIES INC,USD,7312.0340,A,6010,601010,60,60101040
003570,20210731,2021,INDL,C,D,STD,CBRL,CRACKER BARREL OLD CTRY STOR,USD,2391.6940,A,2530,253010,25,25301040
003580,20211231,2021,INDL,C,D,STD,CR,CRANE CO,USD,4486.6000,A,2010,201060,20,20106020
003591,20211231,2021,INDL,C,D,STD,AGC1,SPRINGLEAF FINANCE CORP,USD,22046.0000,A,4020,402020,40,40202010
003592,20211231,2021,INDL,C,D,STD,OMF,ONEMAIN HOLDINGS INC,USD,22079.0000,A,4020,402020,40,40202010
003619,20211231,2021,INDL,C,D,STD,CCK,CROWN HOLDINGS INC,USD,13858.0000,A,1510,151030,15,15103010
003643,20211231,2021,INDL,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,50878.4900,A,4010,401010,40,40101015
003643,20211231,2021,FS,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,50878.4900,A,4010,401010,40,40101015
003650,20211231,2021,INDL,C,D,STD,CMI,CUMMINS INC,USD,23710.0000,A,2010,201060,20,20106010
003662,20211231,2021,INDL,C,D,STD,CW,CURTISS-WRIGHT CORP,USD,4103.5450,A,2010,201010,20,20101010
003708,20211231,2021,INDL,C,D,STD,WEN,WENDY'S CO,USD,5101.3910,A,2530,253010,25,25301040
003734,20211231,2021,INDL,C,D,STD,DAN,DANA INC,USD,7632.0000,A,2510,251010,25,25101010
003735,20211231,2021,INDL,C,D,STD,DHR,DANAHER CORP,USD,83184.0000,A,3520,352030,35,35203010
003761,20211231,2021,INDL,C,D,STD,DAIO,DATA I/O CORP,USD,29.0570,A,4520,452030,45,45203020
003801,20211231,2021,INDL,C,D,STD,7183B,DAVEY TREE EXPERT CO,USD,772.9410,A,2020,202010,20,20201050
003806,20211231,2021,INDL,C,D,STD,DWSN,DAWSON GEOPHYSICAL CO,USD,74.0380,A,1010,101010,10,10101020
003813,20220131,2021,INDL,C,D,STD,TGT,TARGET CORP,USD,53811.0000,A,2550,255030,25,25503020
003814,20211231,2021,INDL,C,D,STD,AES5,DPL INC,USD,2171.8000,A,5510,551010,55,55101010
003835,20211031,2021,INDL,C,D,STD,DE,DEERE & CO,USD,84114.0000,A,2010,201060,20,20106015
003836,20211031,2021,INDL,C,D,STD,DE1,DEERE (JOHN) CAPITAL CORP,USD,43216.6000,A,4020,402020,40,40202010
003851,20211231,2021,INDL,C,D,STD,DAL,DELTA AIR LINES INC,USD,72459.0000,A,2030,203020,20,20302010
003863,20211231,2021,INDL,C,D,STD,DLX,DELUXE CORP,USD,3074.3840,A,2020,202010,20,20201010
003897,20211231,2021,INDL,C,D,STD,DTE,DTE ENERGY CO,USD,39719.0000,A,5510,551030,55,55103010
003905,20210630,2021,INDL,C,D,STD,ATGE,ADTALEM GLOBAL EDUCATION INC,USD,3053.8360,A,2530,253020,25,25302010
003908,20210630,2021,INDL,C,D,STD,DEWY,DEWEY ELECTRONICS CORP,USD,9.5870,A,2010,201040,20,20104020
003946,20211231,2021,INDL,C,D,STD,DBD,DIEBOLD NIXDORF INC,USD,3507.2000,A,4520,452020,45,45202030
003964,20220131,2021,INDL,C,D,STD,DDS,DILLARDS INC  -CL A,USD,3245.6000,A,2550,255030,25,25503010
003969,20211231,2021,INDL,C,D,STD,DIOD,DIODES INC,USD,2194.4950,A,4530,453010,45,45301020
003980,20210930,2021,INDL,C,D,STD,DIS,DISNEY (WALT) CO,USD,203609.0000,A,5020,502020,50,50202010
004001,20211231,2021,INDL,C,D,STD,DXYN,DIXIE GROUP INC,USD,235.4990,A,2520,252010,25,25201020
004016,20220131,2021,INDL,C,D,STD,DG,DOLLAR GENERAL CORP,USD,26327.3710,A,2550,255030,25,25503020
004019,20211231,2021,INDL,C,D,STD,WFSTF,WESTERN FOREST PRODUCTS INC,CAD,959.0000,A,1510,151050,15,15105010
004029,20211231,2021,INDL,C,D,STD,D,DOMINION ENERGY INC,USD,99590.0000,A,5510,551030,55,55103010
004036,20210731,2021,INDL,C,D,STD,DCI,DONALDSON CO INC,USD,2400.2000,A,2010,201060,20,20106020
004040,20211231,2021,INDL,C,D,STD,RRD,DONNELLEY (R R) & SONS CO,USD,3131.4000,A,2020,202010,20,20201010
004045,20211231,2021,INDL,C,D,STD,DMLP,DORCHESTER MINERALS  -LP,USD,146.8070,A,1010,101020,10,10102020
004058,20211231,2021,INDL,C,D,STD,DOV,DOVER CORP,USD,10403.6270,A,2010,201060,20,20106020
004060,20211231,2021,INDL,C,D,STD,DD,DUPONT DE NEMOURS INC,USD,45707.0000,A,1510,151010,15,15101050
004066,20211231,2021,INDL,C,D,STD,OMC,OMNICOM GROUP INC,USD,28421.8000,A,5020,502010,50,50201010
004091,20211231,2021,INDL,C,D,STD,DCO,DUCOMMUN INC,USD,978.7350,A,2010,201010,20,20101010
004093,20211231,2021,INDL,C,D,STD,DUK,DUKE ENERGY CORP,USD,169587.0000,A,5510,551010,55,55101010
004094,20211231,2021,INDL,C,D,STD,DNB,DUN & BRADSTREET HOLDNGS INC,USD,9997.2000,A,2020,202020,20,20202020
004108,20211231,2021,INDL,C,D,STD,FLS,FLOWSERVE CORP,USD,4749.7680,A,2010,201060,20,20106020
004115,20220131,2021,INDL,C,D,STD,DY,DYCOM INDUSTRIES INC,USD,2118.2240,A,2010,201030,20,20103010
004124,20210630,2021,INDL,C,D,STD,DYNT,DYNATRONICS CORP,USD,39.1400,A,3510,351010,35,35101010
